size_count,color_1,color_2,color_3,color_4,color_5,product_code
3.0,PUMA Black-Matte Silver,Warm White-Matte Silver,,,,394652_02
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_01
2.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_02
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_05
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_01
2.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_02
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_05
4.0,Puma White-Puma White,Puma White-Puma Black,,,,387212_01
1.0,Puma White-Puma White,Puma White-Puma Black,,,,387212_02
1.0,PUMA White-PUMA Gold,PUMA Black-PUMA Gold-PUMA White,,,,392518_01
4.0,PUMA White-PUMA Gold,PUMA Black-PUMA Gold-PUMA White,,,,392518_02
5.0,,,,,,393625_01
5.0,PUMA White-Archive Green,PUMA White-Granola,,,,393094_01
4.0,PUMA White-Archive Green,PUMA White-Granola,,,,393094_02
4.0,Puma White-Puma White,Puma White-Puma Black,,,,387212_01
1.0,Puma White-Puma White,Puma White-Puma Black,,,,387212_02
4.0,Alpine Snow-Galaxy Pink,PUMA White-Sedate Gray,,,,383683_05
2.0,Alpine Snow-Galaxy Pink,PUMA White-Sedate Gray,,,,383683_06
4.0,Alpine Snow-Galaxy Pink,PUMA White-Sedate Gray,,,,383683_05
2.0,Alpine Snow-Galaxy Pink,PUMA White-Sedate Gray,,,,383683_06
2.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_06
4.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_08
6.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_11
6.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_13
1.0,,,,,,383026_17
4.0,PUMA White-Metallic Gold,Rose Dust,,,,395642_01
5.0,PUMA White-Metallic Gold,Rose Dust,,,,395642_02
4.0,PUMA White-Metallic Gold,Rose Dust,,,,395642_01
5.0,PUMA White-Metallic Gold,Rose Dust,,,,395642_02
6.0,PUMA Black-PUMA White,PUMA White,,,,394755_01
6.0,PUMA Black-PUMA White,PUMA White,,,,394755_02
6.0,PUMA Black-PUMA White,PUMA White,,,,394755_01
6.0,PUMA Black-PUMA White,PUMA White,,,,394755_02
6.0,PUMA White,PUMA Black,,,,393207_01
6.0,PUMA White,PUMA Black,,,,393207_02
6.0,Future Pink-Warm White,Warm White-PUMA White,,,,392061_03
5.0,Future Pink-Warm White,Warm White-PUMA White,,,,392061_05
6.0,PUMA White,PUMA Black,,,,393207_01
6.0,PUMA White,PUMA Black,,,,393207_02
6.0,Future Pink-Warm White,Warm White-PUMA White,,,,392061_03
5.0,Future Pink-Warm White,Warm White-PUMA White,,,,392061_05
3.0,PUMA White-Frosty Pink-Poppy Pink,PUMA White-Icy Blue-Electric Blush,,,,392320_04
2.0,PUMA White-Frosty Pink-Poppy Pink,PUMA White-Icy Blue-Electric Blush,,,,392320_05
3.0,PUMA White-Frosty Pink-Poppy Pink,PUMA White-Icy Blue-Electric Blush,,,,392320_04
2.0,PUMA White-Frosty Pink-Poppy Pink,PUMA White-Icy Blue-Electric Blush,,,,392320_05
2.0,PUMA White-PUMA Gold,PUMA White,,,,395829_01
1.0,PUMA White-PUMA Gold,PUMA White,,,,395829_02
2.0,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,,390646_03
1.0,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,,390646_04
2.0,PUMA White-PUMA Gold,PUMA White,,,,395829_01
1.0,PUMA White-PUMA Gold,PUMA White,,,,395829_02
1.0,,,,,,389390_02
1.0,PUMA Black-PUMA Black,PUMA White-PUMA White,,,,394669_01
1.0,PUMA Black-PUMA Black,PUMA White-PUMA White,,,,394669_02
1.0,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,,392338_02
1.0,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,,392338_03
1.0,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,,392338_02
1.0,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,,392338_03
2.0,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,,390646_03
1.0,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,,390646_04
1.0,PUMA Black-PUMA Black,PUMA White-PUMA White,,,,394669_01
1.0,PUMA Black-PUMA Black,PUMA White-PUMA White,,,,394669_02
6.0,,,,,,393061_01
6.0,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,,393119_01
6.0,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,,393119_03
6.0,Warm White,PUMA White,,,,393070_03
5.0,Warm White,PUMA White,,,,393070_04
6.0,PUMA White-Yellow Burst,PUMA White-Green Fog,,,,393934_01
3.0,PUMA White-Yellow Burst,PUMA White-Green Fog,,,,393934_02
2.0,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,,392733_10
4.0,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,,392733_11
1.0,,,,,,384636_19
4.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_01
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_03
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_08
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_09
3.0,,,,,,307874_01
5.0,Puma White,Puma Black,,,,384209_01
6.0,Puma White,Puma Black,,,,384209_02
6.0,,,,,,393987_01
6.0,,,,,,394009_01
6.0,PUMA White-Yellow Burst,PUMA White-Green Fog,,,,393934_01
3.0,PUMA White-Yellow Burst,PUMA White-Green Fog,,,,393934_02
6.0,Frosty Pink-Flaxen,Warm White-Spring Fern,,,,393032_01
6.0,Frosty Pink-Flaxen,Warm White-Spring Fern,,,,393032_02
6.0,Frosty Pink-Flaxen,Warm White-Spring Fern,,,,393032_01
6.0,Frosty Pink-Flaxen,Warm White-Spring Fern,,,,393032_02
2.0,,,,,,394874_01
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_01
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_02
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_10
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_02
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_04
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_05
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_17
1.0,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,,393582_01
6.0,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,,393582_02
6.0,,,,,,394277_02
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_02
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_04
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_05
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_17
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_02
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_04
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_05
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_17
6.0,,,,,,384363_01
6.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393077_01
4.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393077_02
6.0,Warm White-Frosty Pink,PUMA White-Spring Fern,,,,393124_01
6.0,Warm White-Frosty Pink,PUMA White-Spring Fern,,,,393124_02
6.0,,,,,,393072_01
5.0,,,,,,389887_01
5.0,Puma White,Puma Black,,,,384209_01
6.0,Puma White,Puma Black,,,,384209_02
2.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_01
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_03
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_08
6.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_10
5.0,Minty Burst-Rose Dust,Granola-Day Dream,,,,389894_01
5.0,Minty Burst-Rose Dust,Granola-Day Dream,,,,389894_02
6.0,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,,393214_01
5.0,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,,393214_02
5.0,,,,,,386270_13
5.0,PUMA White-Feather Gray,Warm White-Feather Gray,,,,393141_01
2.0,PUMA White-Feather Gray,Warm White-Feather Gray,,,,393141_02
2.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_01
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_03
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_08
6.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_10
5.0,PUMA White-Archive Green,PUMA White-Granola,,,,393094_01
4.0,PUMA White-Archive Green,PUMA White-Granola,,,,393094_02
4.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_01
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_03
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_08
6.0,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,,392497_09
2.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_01
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_03
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_08
6.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_10
1.0,,,,,,395111_02
1.0,,,,,,387524_01
3.0,,,,,,393099_02
6.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393077_01
4.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393077_02
4.0,PUMA White-Warm White,Ash Gray-Frosted Ivory,,,,393049_01
3.0,PUMA White-Warm White,Ash Gray-Frosted Ivory,,,,393049_02
5.0,PUMA White-Feather Gray,Warm White-Feather Gray,,,,393141_01
2.0,PUMA White-Feather Gray,Warm White-Feather Gray,,,,393141_02
3.0,,,,,,389298_02
2.0,,,,,,371212_01
2.0,,,,,,385279_02
2.0,,,,,,389923_01
2.0,,,,,,386274_09
2.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_01
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_03
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_08
6.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_10
3.0,PUMA Black,Rose Dust,,,,389932_01
2.0,PUMA Black,Rose Dust,,,,389932_02
2.0,PUMA White,Sedate Gray,,,,393069_01
4.0,PUMA White,Sedate Gray,,,,393069_02
2.0,,,,,,393118_02
1.0,,,,,,389919_02
1.0,,,,,,390661_02
1.0,,,,,,370281_01
1.0,,,,,,392514_01
1.0,Warm White-Frosted Ivory,Rose Dust-Pristine,,,,389835_01
1.0,Warm White-Frosted Ivory,Rose Dust-Pristine,,,,389835_02
1.0,,,,,,307679_01
1.0,,,,,,390651_01
2.0,,,,,,383115_14
2.0,,,,,,391101_01
1.0,,,,,,385851_02
1.0,,,,,,392735_01
2.0,,,,,,364040_04
1.0,,,,,,384083_03
1.0,,,,,,384893_04
2.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_01
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_03
5.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_08
6.0,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,,383113_10
6.0,,,,,,393778_01
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_02
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_04
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_05
6.0,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,,385849_17
3.0,PUMA White,PUMA Black,,,,393051_01
5.0,PUMA White,PUMA Black,,,,393051_02
3.0,,,,,,393802_08
3.0,,,,,,392730_02
3.0,PUMA White,PUMA Black,,,,393051_01
5.0,PUMA White,PUMA Black,,,,393051_02
4.0,PUMA White-Warm White,Ash Gray-Frosted Ivory,,,,393049_01
3.0,PUMA White-Warm White,Ash Gray-Frosted Ivory,,,,393049_02
1.0,PUMA White-Hot Heat,PUMA White-Peach Smoothie,,,,394757_01
2.0,PUMA White-Hot Heat,PUMA White-Peach Smoothie,,,,394757_02
6.0,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,,393119_01
6.0,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,,393119_03
1.0,PUMA White-PUMA Gold,PUMA Black-PUMA Gold-PUMA White,,,,392518_01
4.0,PUMA White-PUMA Gold,PUMA Black-PUMA Gold-PUMA White,,,,392518_02
2.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_06
4.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_08
6.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_11
6.0,PUMA White-Icy Blue,PUMA White-Alpine Snow,PUMA White-Ultraviolet,PUMA White-Rosebay,,387468_13
2.0,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,,392733_10
4.0,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,,392733_11
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_01
2.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_02
1.0,PUMA White-Alpine Snow,Frosty Pink-Warm White,Frosty Pink-Ravish-Pearl Pink,,,393772_05
6.0,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,,393214_01
5.0,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,,393214_02
3.0,PUMA White-PUMA Black,PUMA White-Grape Mist,,,,392495_02
6.0,PUMA White-PUMA Black,PUMA White-Grape Mist,,,,392495_08
1.0,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,,393582_01
6.0,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,,393582_02
6.0,,,,,,397069_01
6.0,,,,,,393058_01
6.0,Warm White-Electric Blush-Racing Blue,Electric Blush-PUMA White-Minty Burst,,,,395645_01
6.0,Warm White-Electric Blush-Racing Blue,Electric Blush-PUMA White-Minty Burst,,,,395645_02
6.0,,,,,,392517_01
5.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393767_01
6.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393767_02
5.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393767_01
6.0,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,,393767_02
2.0,,,,,,395643_01
2.0,PUMA White,Sedate Gray,,,,393069_01
4.0,PUMA White,Sedate Gray,,,,393069_02
1.0,,,,,,307761_01
6.0,Whisper White-Frosty Pink,PUMA White-Icy Blue,,,,393112_01
6.0,Whisper White-Frosty Pink,PUMA White-Icy Blue,,,,393112_02
6.0,Whisper White-Frosty Pink,PUMA White-Icy Blue,,,,393112_01
6.0,Whisper White-Frosty Pink,PUMA White-Icy Blue,,,,393112_02
6.0,,,,,,393073_01
6.0,Warm White-Electric Blush-Racing Blue,Electric Blush-PUMA White-Minty Burst,,,,395645_01
6.0,Warm White-Electric Blush-Racing Blue,Electric Blush-PUMA White-Minty Burst,,,,395645_02
2.0,PUMA White-Poppy Pink-PUMA Gold,PUMA White-Blissful Blue-PUMA Gold,,,,387610_07
2.0,PUMA White-Poppy Pink-PUMA Gold,PUMA White-Blissful Blue-PUMA Gold,,,,387610_08
6.0,,,,,,393060_01
6.0,Warm White-Frosty Pink,PUMA White-Spring Fern,,,,393124_01
6.0,Warm White-Frosty Pink,PUMA White-Spring Fern,,,,393124_02
5.0,Granola,Feather Gray,,,,390644_01
5.0,Granola,Feather Gray,,,,390644_02
5.0,Granola,Feather Gray,,,,390644_01
5.0,Granola,Feather Gray,,,,390644_02
5.0,Minty Burst-Rose Dust,Granola-Day Dream,,,,389894_01
5.0,Minty Burst-Rose Dust,Granola-Day Dream,,,,389894_02
1.0,,,,,,389384_02
1.0,,,,,,389341_01
1.0,Puma Black,Puma White,,,,388941_01
1.0,Puma Black,Puma White,,,,388941_02
1.0,Puma Black,Puma White,,,,388941_01
1.0,Puma Black,Puma White,,,,388941_02
2.0,,,,,,381170_01
3.0,,,,,,389457_01
2.0,PUMA White-Warm White,PUMA Black-Adriatic,,,,385969_04
1.0,PUMA White-Warm White,PUMA Black-Adriatic,,,,385969_05
1.0,,,,,,388963_01
1.0,Warm White-Frosted Ivory,Rose Dust-Pristine,,,,389835_01
1.0,Warm White-Frosted Ivory,Rose Dust-Pristine,,,,389835_02
1.0,,,,,,389425_01
2.0,,,,,,389937_01
1.0,,,,,,389926_01
2.0,PUMA White-Warm White,PUMA Black-Adriatic,,,,385969_04
1.0,PUMA White-Warm White,PUMA Black-Adriatic,,,,385969_05
2.0,Puma White,Puma Black,,,,384412_01
3.0,Puma White,Puma Black,,,,384412_02
2.0,Puma White,Puma Black,,,,384412_01
3.0,Puma White,Puma Black,,,,384412_02
1.0,,,,,,389334_01
1.0,,,,,,389402_01
5.0,Puma White-Pale Lemon-PRISM PINK-Lavendar Pop,Pristine-Light Sand-Island Pink,,,,387611_01
4.0,Puma White-Pale Lemon-PRISM PINK-Lavendar Pop,Pristine-Light Sand-Island Pink,,,,387611_03
1.0,,,,,,386401_07
5.0,Puma White-Pale Lemon-PRISM PINK-Lavendar Pop,Pristine-Light Sand-Island Pink,,,,387611_01
4.0,Puma White-Pale Lemon-PRISM PINK-Lavendar Pop,Pristine-Light Sand-Island Pink,,,,387611_03
6.0,,,,,,375072_47
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_01
5.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_02
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_43
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_01
5.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_02
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_43
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_01
5.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_02
6.0,Puma White-Puma Black,Puma White-Peyote,PUMA White-Rose Quartz,,,381983_43
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_01
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_02
6.0,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,,370325_10
3.0,,,,,,369143_01
1.0,,,,,,372104_01
2.0,,,,,,380686_02
1.0,,,,,,371125_01
3.0,Future Pink-Frosted Ivory-PUMA White,PUMA Navy-Future Pink-PUMA White,,,,395002_05
5.0,Future Pink-Frosted Ivory-PUMA White,PUMA Navy-Future Pink-PUMA White,,,,395002_06
3.0,Pale Grape-PUMA White,Eggshell Blue-PUMA White,,,,392815_01
5.0,Pale Grape-PUMA White,Eggshell Blue-PUMA White,,,,392815_02
3.0,Pale Grape-PUMA White,Eggshell Blue-PUMA White,,,,392815_01
5.0,Pale Grape-PUMA White,Eggshell Blue-PUMA White,,,,392815_02
3.0,Future Pink-Frosted Ivory-PUMA White,PUMA Navy-Future Pink-PUMA White,,,,395002_05
5.0,Future Pink-Frosted Ivory-PUMA White,PUMA Navy-Future Pink-PUMA White,,,,395002_06
2.0,,,,,,394923_02
3.0,,,,,,378754_01
2.0,,,,,,378788_02
6.0,PUMA Black-Future Pink-PUMA White,Future Pink-PUMA White-Frosty Pink,,,,379071_01
6.0,PUMA Black-Future Pink-PUMA White,Future Pink-PUMA White-Frosty Pink,,,,379071_02
6.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_13
2.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_14
5.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_16
2.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_17
5.0,,,,,,376960_01
2.0,Eggshell Blue-Puma White,Foxglove-Puma White,,,,386914_01
3.0,Eggshell Blue-Puma White,Foxglove-Puma White,,,,386914_02
2.0,PUMA Black-PUMA Gold-Puma White,Warm White-Rose Gold,,,,378789_01
4.0,PUMA Black-PUMA Gold-Puma White,Warm White-Rose Gold,,,,378789_02
2.0,Eggshell Blue-Puma White,Foxglove-Puma White,,,,386914_01
3.0,Eggshell Blue-Puma White,Foxglove-Puma White,,,,386914_02
3.0,Puma Black-Puma White-Puma Team Gold,Carnation Pink-Puma White-PUMA Silver,,,,377038_01
3.0,Puma Black-Puma White-Puma Team Gold,Carnation Pink-Puma White-PUMA Silver,,,,377038_02
3.0,Puma Black-Puma White-Puma Team Gold,Carnation Pink-Puma White-PUMA Silver,,,,377038_01
3.0,Puma Black-Puma White-Puma Team Gold,Carnation Pink-Puma White-PUMA Silver,,,,377038_02
4.0,PUMA Black-Icy Blue-PUMA White-PUMA Silver,Future Pink-Rose Gold-Frosty Pink,,,,378787_02
3.0,PUMA Black-Icy Blue-PUMA White-PUMA Silver,Future Pink-Rose Gold-Frosty Pink,,,,378787_03
2.0,PUMA Black-PUMA Gold-Puma White,Warm White-Rose Gold,,,,378789_01
4.0,PUMA Black-PUMA Gold-Puma White,Warm White-Rose Gold,,,,378789_02
2.0,PUMA Black-PUMA Gold,Warm White-Alpine Snow-PUMA Gold,,,,378782_01
1.0,PUMA Black-PUMA Gold,Warm White-Alpine Snow-PUMA Gold,,,,378782_02
2.0,,,,,,378788_02
2.0,PUMA Black-PUMA Gold,Warm White-Alpine Snow-PUMA Gold,,,,378782_01
1.0,PUMA Black-PUMA Gold,Warm White-Alpine Snow-PUMA Gold,,,,378782_02
6.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_13
2.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_14
5.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_16
2.0,Wood Violet-Ravish-PUMA White,PUMA Navy-Rose Dust-PUMA White,Warm White-PUMA Copper-PUMA White,PUMA Black-Koral Ice-PUMA White,,376542_17
6.0,PUMA Black-Future Pink-PUMA White,Future Pink-PUMA White-Frosty Pink,,,,379071_01
